ip_address,country_code,country,city,latitude,longitude,mystery_value
118.15.153.130,CY,Greece,Morarbury,-57.12761560808096,-159.6989389974318,4086210659
48.174.39.149,AI,Saint Barthelemy,East Jenastad,1.4918424307706317,-42.617744994037565,8008231878
125.122.233.199,AR,Comoros,Candacefurt,-4.040478302373529,1.8863341927053625,9283536870
8.3.133.135,DM,Belarus,Glennaborough,-45.83662074455426,105.40216151781021,3291938756
98.6.40.108,LC,Angola,Emmerichtown,-18.825601640934934,-82.83616114282779,4165281540
37.156.177.141,NL,Greece,East Lesleyhaven,-69.08386640467987,-88.18799638429667,7546168234
218.211.35.234,LR,Suriname,South Maynardtown,58.22752158182965,19.61310571402609,4940173001
177.181.218.13,MZ,Nauru,New Terry,79.72614520716502,-174.07919700402132,7812077955
222.57.214.170,SI,Bulgaria,Port Clementtown,-15.268344807059705,164.54178056120173,1205537016
16.22.164.233,KH,Sweden,Adolfoland,58.81819498988037,112.6610895820449,6592895121
50.136.167.67,BN,Palau,South Arnaldoland,88.39232578273993,-9.072144367016108,4335677236
106.238.123.214,ER,Turkey,Ruthside,-80.39562646104733,0.939179837171622,8304515976
9.91.90.202,DM,Hungary,Lake Meghanside,-3.89870149546158,-147.95376252977638,7964705805
212.111.62.195,FR,Mozambique,South Kristyhaven,77.65734036605517,160.41189878607668,8766527186
134.166.10.170,CX,Saint Pierre and Miquelon,New Samanthaport,-44.94541364415287,39.322797631915336,2527022340
112.53.164.107,,,,0,0,9257378481
200.210.27.184,CC,San Marino,New Jess,69.00731103293023,168.49096187549208,7898164678
187.63.157.75,SE,Saint Vincent and the Grenadines,Lake Michale,-47.24279312731888,29.734759957081963,4646467459
215.26.247.239,CN,Algeria,East Dora,-74.62916869876618,158.1452877065941,8203333852
15.65.217.197,PS,Vanuatu,Swaniawskibury,-40.2517529504877,125.71281666248467,4685415564
115.189.102.57,,,,0,0,9872081824
194.238.203.187,EU,Rwanda,East Audrey,latitude,longitude,0
not your IP address,LA,Somalia,West Terrell,69.5019078568092,-136.88171691381166,2042868323
67.141.110.54,VI,Togo,North Rollin,-76.87473493535353,-76.0683133271432,6731288502
56.42.31.233,,,,0,0,7819984749
107.208.252.208,AF,Liberia,Port Juniorbury,13.94980223143186,34.87682361813543,2571492724
80.23.62.119,CM,Cuba,Krystalfort,3.719704437518004,91.59216883216823,5430877185
207.180.149.172,LC,Afghanistan,South Scottyfurt,34.22827028291752,-165.32964968970415,6457203896
35.199.92.76,HU,Angola,East Tanyaville,-9.093313724799103,-87.73131837921187,3461028811
49.195.238.124,CI,Congo,Ottoview,83.56049899769485,109.45428015596309,8169656688
60.24.213.209,ME,Afghanistan,New Thurman,-42.01808032988096,-7.930676068069232,7560359524
180.17.125.25,MO,Panama,Croninfort,10.769746751570267,107.90437442915334,3984356646
132.191.128.114,SN,Niue,Wardville,15.231157151574038,-68.83922717538044,2600084580
187.129.79.194,NC,Jordan,West Lavernastad,9.667691505888229,56.519707533154985,2361490830
146.119.123.242,PM,Saint Kitts and Nevis,Kristopherborough,-39.66687551887918,-63.63863017422176,1799906023
88.186.152.3,BR,Grenada,Dedricburgh,-68.54241560156774,128.6981478620557,7738712463
137.88.170.160,SM,Norfolk Island,Port Mandyfort,-46.85773040841003,-101.44225184808916,9195179035
75.247.96.63,LS,Timor-Leste,Windlerbury,32.673565343490765,159.38840712864703,1126912045
6.124.190.139,SS,Lebanon,Walkerville,-49.36486153349074,-0.037319472554372624,5711790626
221.221.133.128,CO,Tajikistan,New Josiane,-71.18488718517418,45.87051209526143,8913557220
177.113.33.167,GE,Taiwan,Robertoborough,80.76751095544242,135.801105619697,6873020865
45.95.235.170,TR,Gabon,VonRuedenberg,24.605938077025243,73.11702649238879,6657173061
53.147.179.132,42,United States Minor Outlying Islands,Tessbury,-13.850969053482387,-128.30978612592352,0
186.116.243.64,TG,Benin,Cummerataburgh,-81.6301656305675,-168.1223674965264,3981046340
6.20.154.183,MR,Yemen,New Horacioland,-58.71123127327281,-125.67867923564773,3293718267
65.173.204.117,BE,Cote d'Ivoire,Lake Dena,41.143010350811124,26.902429517464384,5702114969
222.182.152.185,PT,Czech Republic,New Camrenmouth,-72.73251194311764,-157.65593803941007,5939911511
204.124.75.6,TG,Ireland,Lavonneland,11.337343263672295,-37.798334957895435,9641229286
202.9.98.177,HR,Saint Barthelemy,Cormiermouth,76.7541384068611,-170.0006844973151,6857997459
82.202.236.156,,,,0,0,6636214826
26.127.63.66,ST,Uzbekistan,East Orrinmouth,45.25979944260206,77.2435788513962,6055448842
71.211.137.38,LT,Eritrea,North Sarah,-6.038759530713733,-60.36209309470239,1093207672
177.249.61.227,GA,Trinidad and Tobago,South Jackie,58.91124494061407,-111.83447023871229,8143292682
140.144.242.73,BE,Suriname,McClureside,22.793276376272075,-83.45522062060607,6509538925
165.59.250.124,DZ,Senegal,North Dexter,-58.95705723679355,-97.20072575438863,7877981324
,BY,Peru,,32.42342749416305,178.06528716239563,0
121.11.202.135,TT,Bangladesh,Rohanchester,-2.892224591322801,-52.0196807808595,3485652448
88.131.199.238,SS,"Virgin Islands, U.S.",Lake Dax,-25.371089046716108,-129.88971719395238,9102726267
111.82.51.218,BL,Fiji,West Luisamouth,-31.906715735366667,18.562793402833137,1044298990
57.59.28.25,AZ,Tokelau,Port Issachaven,-71.37713477931791,48.995769938645026,1668678203
161.84.30.126,GT,Senegal,West Aylin,50.61484509729095,-90.96076259620604,3527847443
118.163.241.162,TZ,Netherlands Antilles,New Brianneborough,-11.993955036617635,-27.88811111694696,2915995954
88.178.232.105,FI,Algeria,South Brigitte,-59.21195465753112,61.9236735034022,9508818148
53.112.41.51,TW,Vietnam,Linaside,28.862756411183398,32.70341277645031,8969867150
21.211.245.107,JO,French Southern Territories,Port Eleanora,72.96063468104225,-76.61735423568125,6298475643
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
137.239.95.111,CU,Ukraine,Dahliaberg,7.156939977235481,-44.20435419190446,4237400267
65.221.119.191,GE,Central African Republic,Alethaland,63.12811293311216,-147.8154115049264,2275195486
223.40.3.104,HR,Saint Lucia,O'Connellfort,-8.283551240592715,41.70703228803421,2069044182
195.97.26.214,NF,Brunei Darussalam,West Zariamouth,-69.150604332843,172.53748209006693,4373110257
190.157.140.122,NG,Estonia,Mackchester,-52.69233509146593,91.07310258443118,6819349231
102.122.25.197,VC,Sri Lanka,Port Anissa,45.96881087138502,-165.94823631147892,2014362763
121.120.33.154,CM,Zambia,Hermannview,-71.17142772045456,3.093083477111662,8869701768
111.79.86.181,AE,Denmark,McDermottland,-67.50503443946596,-62.79374784999047,8186483344
49.234.242.91,FJ,Tanzania,South Christyville,79.03485883604552,87.75472854764769,9630144465
12.173.236.242,SS,Reunion,New Retta,70.08452945324805,2.785888624559874,4264528238
184.162.199.154,ST,Syrian Arab Republic,Dulcefurt,24.57438791042975,-22.587328893174714,3337170050
83.226.54.212,QA,Heard Island and McDonald Islands,Beckerville,65.63349443384752,-154.74713237351375,1753055380
155.147.101.28,ST,Albania,West Brent,-82.90963736582725,-110.71770517838551,2848169627
135.203.82.48,NL,Lao People's Democratic Republic,Conradshire,72.79397104615921,-128.8593245833992,4708828993
163.251.39.187,CU,Denmark,South Estella,54.257669241570284,-3.09446402259087,7149628206
212.3.240.237,VE,Burkina Faso,Micahchester,67.25194077319509,130.40557436892965,1381807010
2.91.78.143,ST,Guatemala,New Fredhaven,15.001612154646182,-111.90439671934715,7946439186
156.136.133.195,BT,Jamaica,West Carolineborough,-46.29905119584342,41.443258050264916,8106434783
44.40.113.207,PN,Micronesia,New Roseview,25.104802075946267,-81.56288142752601,9535819403
202.217.35.207,DO,Chad,South Dellmouth,4.163852252177804,143.1880501954875,8220026161
221.213.82.70,PR,Ghana,Altaberg,53.03753448025543,-4.93617126228537,9280757980
163.154.212.173,SN,Latvia,New Lilyanside,53.779069335392535,-11.472130400293707,3171813545
69.54.117.198,VI,Suriname,Bechtelarfort,32.60658487277367,112.73632399012229,6745265726
not your IP address,JO,French Guiana,Myrtisville,27.798759504927787,108.84188878457007,1112059366
141.187.3.126,SX,United Arab Emirates,Kelliefort,70.48839904425958,-7.887459752083743,9786266382
30.158.142.2,GL,Hong Kong,Port Jodie,-32.39544283336623,-42.0481937167435,2677107079
30.197.254.107,BF,Czech Republic,Waltonshire,-20.690248037239826,147.6538845594484,2061362246
138.63.218.12,KI,Brazil,Elviefort,12.157835614435953,69.98443296662677,9695279599
99.235.71.29,BQ,Republic of Korea,New Jeanettefort,-30.118530539970905,-136.18564904363393,7683848746
119.59.163.21,SV,Switzerland,Marquesview,30.002561998820383,-46.98672224222196,4826859794
96.238.253.152,LS,Algeria,D'Amorefort,-46.92936807957341,-47.76059394225646,5859389609
218.161.33.53,SR,Vietnam,Casperborough,-38.146633391160805,-136.7725226968331,1088325846
159.82.19.209,AL,Croatia,Lake Adeliaborough,24.004784977219288,-77.5793432482388,2916823704
41.198.178.254,CM,Pakistan,West Celineland,56.47713372725349,-176.98012346938,7757049538
146.96.5.212,NL,Central African Republic,East Ana,71.38218314262625,-159.82193794481083,8192906818
98.158.110.25,,,,0,0,3584598885
64.5.131.119,AW,Haiti,South Michelle,-22.813739298105233,45.55066529352632,7011288659
45.137.218.32,TF,Argentina,Daughertyburgh,75.93141816925734,-154.1089178562505,6417179695
149.144.224.156,HU,Isle of Man,Schneiderside,-68.58631388423035,34.685746470084155,3665740611
133.65.191.177,SV,Canada,Adityaberg,67.07913859862802,-50.33486989561891,5341423877
82.243.141.241,MC,Iraq,West Jimmieside,-86.98049562990902,125.92530264551465,9096126900
79.57.120.84,NI,Mauritius,Friesenhaven,47.08626944913007,30.654575574747753,5203066643
212.141.77.254,AF,Tajikistan,Daleside,46.92083608559045,12.91745988658019,3383790677
126.172.111.227,CD,Estonia,New Reymouth,-53.69641889175745,15.45035363455466,8028662651
24.26.154.195,PK,Pitcairn Islands,Toyland,85.58549274457428,-99.21249876388376,9600089792
208.73.224.97,GP,Indonesia,West Dwightton,69.67163691141292,-26.48898915707332,2624541822
128.31.58.253,MS,Indonesia,Spinkaland,-38.6362364730951,46.79553996352442,4637123082
198.158.103.74,ER,Kyrgyz Republic,South Alicehaven,-60.12356068091991,3.8945956998466897,1843325881
212.13.29.167,EE,Kuwait,Metzmouth,39.35792953917894,126.16945508098286,9263330431
210.249.43.70,MC,Mauritius,East Johathan,-49.75268643450268,4.564871992315233,7042818449
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
,JP,United Arab Emirates,,-82.10030722041219,23.845688886085384,0
13.23.226.135,AR,Pakistan,South Aiyana,-88.25733538283471,-59.94118085341812,1958202917
81.57.202.149,KN,Saint Martin,Tyreemouth,-49.92888632058312,176.707118983216,8068374199
214.180.162.50,BR,Bolivia,Lake Heloisetown,70.93120584836097,126.72724441503539,5195781554
,GR,Norfolk Island,,82.76819959166409,-35.56816150814791,0
210.4.27.85,PK,Montserrat,New Antonetteport,37.501155305718584,-98.17215879627686,9411122160
116.190.181.79,FO,Jamaica,Feiltown,-62.84158477216135,-169.72795448040966,9888245632
32.196.112.157,AS,Uzbekistan,Darionstad,-60.80567011923435,71.86182564730427,2953264265
209.54.27.233,MM,Jersey,Sporerport,-27.564266387962647,-58.732747255700986,6344039907
83.126.144.11,BN,Kazakhstan,Lake Wilma,16.472237856350176,89.681001119933,9541669331
44.154.176.228,MT,Norway,West Stephanyberg,-87.13209305055791,62.5685510196823,8303122725
46.83.14.54,CA,Chad,Rubieborough,9.063303508561646,68.50249790706098,4139700079
90.15.219.143,BN,Cape Verde,West Jayson,68.0059444389083,-176.77448070832756,1717243018
139.194.177.153,GN,Macedonia,South Kendrick,10.951084698730384,-18.0417282934051,9354020693
179.232.21.214,GG,Saudi Arabia,Priceborough,43.866177713123676,-164.05869999204975,3947266849
198.5.169.143,TD,Gibraltar,Caryfurt,-3.7027605980819516,-155.62051202489235,9349234767
75.89.108.160,LR,Cocos (Keeling) Islands,Thomasshire,40.910570758116904,169.79019620719896,4172814832
136.173.183.185,KI,Mauritania,South Alicia,3.0230138383983416,-6.132895497089322,9460424987
211.117.60.222,BV,Sudan,North Delphafort,33.97417693216033,-148.01652312482315,5143090165
184.200.17.212,BT,Jordan,East Margaretchester,85.9450928370564,7.95610861263566,2783210635
59.128.212.209,IO,Monaco,Veumville,77.65044491937857,-74.52324946429367,7390045862
133.82.115.168,KE,Palau,South Effie,-74.72611919250957,92.2366524720261,8150975555
50.42.26.97,GL,Equatorial Guinea,East Valliefurt,7.676282731881017,43.117074782645176,7060432788
79.162.94.127,MW,Georgia,Isaiasshire,-36.689995039461635,-2.687922943487962,1271337976
193.152.47.196,EE,Bosnia and Herzegovina,New Malvina,-8.795212329057193,-106.30984382340887,7096333819
193.21.28.156,EE,Botswana,Antoinettefurt,54.54424604213739,-84.96159942340583,3802980512
201.114.246.209,TT,Saint Kitts and Nevis,Cormiershire,-74.35556271383288,108.69869439381154,6724457305
175.205.125.179,ET,Benin,South Darrinberg,-22.294678582023295,-103.32365051859226,5650309995
63.233.74.21,DE,French Polynesia,Hoppestad,-48.531694242176854,160.86020515402146,5221056580
125.101.79.91,GG,Kyrgyz Republic,New Claraborough,-61.22360015763358,-77.43425428736569,9847417079
50.223.118.76,SX,Gambia,West Freddie,-62.27184581200553,-39.80474462132082,2499918526
59.90.89.40,AZ,Croatia,Port Aliyah,-11.163070623412253,92.28538732172609,5055622930
182.160.40.51,PY,Honduras,North Ernie,,,0
85.47.179.87,SB,Marshall Islands,Juwanmouth,-48.75704432890604,-136.75945689547973,6576480929
36.51.91.73,PK,Czech Republic,Delilahstad,44.17787026772956,46.440334769776456,9952751580
189.146.214.212,MX,Luxembourg,West Elenorastad,36.4025764939623,81.92101244962902,5465454193
not your IP address,TC,Ghana,West Norwoodhaven,-51.74998565554841,38.44823224945071,3167408944
49.253.86.111,NC,Afghanistan,West Mosheshire,8.715963489145963,-63.90555850315303,1184867583
38.53.207.93,GA,Holy See (Vatican City State),Willmsview,-10.742072776357631,149.1674790961481,2171456067
158.45.58.243,SO,Serbia,Thoraborough,-72.2696860734645,-97.89586296973448,3579485859
151.24.30.24,PL,Denmark,Shieldsberg,-66.20766149082625,61.294635642969524,3232520646
25.76.112.228,DE,Malawi,Tremainebury,-48.35696224502133,160.65433127029627,6566571563
63.243.240.80,VN,Mozambique,Leathaview,-63.03562490166712,-127.706453870448,5246998492
210.7.146.194,JP,Syrian Arab Republic,Tiafurt,-58.47735821241034,66.33372445997307,3427320078
189.124.74.20,DE,Morocco,Lake Dewitt,17.76989541480107,-75.63129511038815,6952967351
168.183.14.203,GL,"Virgin Islands, U.S.",Robelchester,2.472404301831716,-45.963776356519105,6461720909
140.90.156.38,,,,0,0,6203775742
39.24.132.225,CU,Antigua and Barbuda,Bartolettimouth,-88.28740098264907,80.86874648857344,2386378244
118.232.27.164,NZ,France,South Ellisberg,26.45136001915091,-91.96400529171011,4767751943
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
149.75.158.145,GW,Latvia,Kuphalmouth,-3.771799614734647,127.81076397983747,3063738044
159.21.95.230,NL,South Georgia and the South Sandwich Islands,Koeppberg,-54.851975222743846,-150.2135370092807,8172049032
193.253.87.141,PK,Bahrain,Emmittview,-11.524613323655842,-23.721747339541338,5538965530
133.165.134.252,VN,Maldives,East Kylatown,-75.20090444854984,-148.17163729701787,8501545164
106.200.36.39,MZ,Uganda,Maxinebury,-9.011155109539885,20.72320767703303,7688563081
195.14.211.42,NZ,Uganda,Gibsonstad,41.23138127233335,-34.45088760918989,7275393492
219.250.92.117,HR,Palestinian Territory,Christinefurt,63.724850138258006,84.34712580717928,3375598431
79.154.67.3,NR,Guam,Bergeland,-75.31810848788369,106.32545226706685,1431781807
19.19.238.112,PN,Republic of Korea,Hankshire,28.962960555724365,-93.56433096252519,1290079234
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
128.127.88.13,YE,Andorra,Ortizborough,-32.8665664707183,-137.51785174788324,9608470291
118.18.40.22,PH,Nauru,Vandervortchester,75.54730324480553,-66.1238929050001,6401293250
23.63.68.124,ST,Democratic People's Republic of Korea,Lake Felicitatown,-71.77354482068692,-141.1246204957919,4150491748
151.196.243.158,42,Zambia,Eliseomouth,-52.2987105674394,99.65025853405558,0
147.34.174.167,AG,Saint Lucia,South Dorothea,-55.85241208569426,-68.85611880542191,5644920441
100.37.155.96,ZM,Moldova,Port Griffinstad,-38.447648622628584,150.2708133459265,7273923955
84.159.248.234,BW,Afghanistan,North Jacky,-17.832235644156086,110.37291547227619,8996950214
223.5.236.33,GG,Tanzania,Devenport,-78.32919976989285,-14.07125485289589,2942881990
122.200.64.77,PS,French Polynesia,Aidanmouth,20.337542981707557,-69.3508102532109,1993472645
170.39.84.105,GA,Holy See (Vatican City State),Gerlachside,4.49890741638194,-113.64707208098355,9422943479
57.252.165.254,ST,Bosnia and Herzegovina,Port Vinniehaven,-85.92658298178745,170.3754730969303,7423069332
105.30.21.251,CC,Morocco,North Beverlybury,-19.983723006858582,72.07647105849674,4254192335
21.253.220.172,JO,Canada,East Delmerborough,-57.46807739585427,50.23609125215464,1572120996
25.28.199.191,KW,Cote d'Ivoire,Ondrickaborough,-5.918474914225172,58.3816018731969,3526063589
50.92.198.36,MC,Bhutan,West Scot,82.01926632688594,172.78485169409663,1892393288
46.222.48.111,SO,El Salvador,Charitychester,28.912671417417684,5.022400638709087,4649531330
152.78.117.205,GF,Cyprus,Dougport,85.97792598450505,151.8198746377093,9815005575
108.9.110.208,BQ,Solomon Islands,Keeleyton,-24.838215804256933,13.424025605106578,6013435139
91.120.13.80,TN,Nepal,Finnville,73.51585759488287,-64.35864294718141,5034406532
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
181.73.94.58,GN,Equatorial Guinea,East Milliehaven,77.7806471578121,39.23464404300759,9922432262
54.189.153.7,ME,Andorra,O'Keefeport,-29.291310031962446,-175.3011558012391,4096956256
142.83.134.178,PY,Uganda,East Rose,-0.3798224966805037,130.89731062922,7484192108
35.38.21.92,SK,Guam,South Sethside,73.39996507895711,127.52137803810945,2174236840
210.187.23.75,ES,Ecuador,Muellerstad,47.40199846518482,-15.647084574566264,9966906895
51.31.87.32,CI,Cambodia,Wymanhaven,75.6097667394944,-138.55693039252844,7249472411
45.112.2.189,SH,Tajikistan,Lake Cody,-2.470234954386555,137.7103445056162,2476201400
162.178.164.161,GY,Fiji,Lake Jasmin,-44.7994356167895,-88.93358245751695,3617955016
116.78.185.115,,,,0,0,6184060585
196.68.121.188,SN,Bulgaria,Greenholtshire,-15.96474430464147,-142.9791947450284,5555117812
105.207.35.102,MS,Gabon,South Bonniemouth,-19.978406784947467,78.86314436371146,4891631485
not your IP address,AT,Philippines,West Brad,-50.46095982405797,-115.05245439864863,5331515782
17.165.192.106,FI,Lebanon,Haleyport,24.888364120697446,10.356685059865725,3320839639
132.50.177.238,VI,Burundi,Batzville,81.91772240087528,47.9423040610603,4122489335
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
206.98.181.51,BT,Uganda,Lake Jan,-46.270623575165374,-35.78317597847948,6961111386
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
217.242.120.15,TT,Equatorial Guinea,Cummerataburgh,-48.06734342560874,-73.62308498863183,9816344923
144.80.182.112,DM,United States of America,Lake Zachery,33.17507344855882,61.82694329954296,2618074438
207.136.146.71,JM,Guatemala,Krisburgh,49.08980744293601,61.56601373733409,1896334426
53.88.200.118,KY,Cape Verde,Candicefort,40.080892594847995,20.003739855028442,1045429301
165.189.222.62,KP,Heard Island and McDonald Islands,West Helena,32.018076433376905,-120.12711127072453,4531445065
106.248.49.197,GG,Saint Kitts and Nevis,East Susannatown,79.62558658487816,116.08102751794826,2911142966
126.30.76.2,NG,Mauritania,East Sammyborough,-60.87086951372703,-66.94491047308964,4435700972
55.10.196.124,RS,Bahrain,North Ericview,19.006378076446083,-34.3208250899803,3281448112
69.92.22.237,GL,Bermuda,Alvaport,77.28341047748597,-162.87305408289123,8930975567
201.58.102.208,CN,Australia,Hickleborough,6.594279636926586,-100.58050738481877,8515991254
156.186.33.159,HM,Malta,South Jennyfer,78.24007441003471,-167.71790277788384,1999495071
15.250.181.91,GL,Chad,Reichelburgh,-37.4080515062893,114.9067310938604,4796604253
85.89.157.185,TD,Lithuania,West Eulachester,20.929627238346043,-51.219949132335586,9534300632
187.55.68.112,GA,Mozambique,North Janick,-74.54757859427407,104.05211721564905,6313345364
163.99.187.47,NO,Cameroon,Lindgrenport,26.016180665052048,43.32184650920635,2443315449
65.233.242.190,KI,Togo,Delfinaland,17.53486465543851,-169.92841433873687,8792436099
194.49.156.234,NF,Chad,Lake Lourdesfort,-17.389632062435183,-157.9333915303864,9944495666
198.42.135.17,BT,Malaysia,Eastontown,12.623330254674954,-111.59629700664391,7543186182
183.174.233.246,MU,Guernsey,North Ashlee,6.275472878633352,-123.30251657729237,7350336722
15.62.201.167,SK,Tanzania,Nienowville,48.33639520725984,142.91792605776692,2385502169
91.35.197.158,SD,United States of America,Christaland,44.6787625164753,34.34797837239037,6423991246
52.175.171.123,RE,Reunion,West Opalton,-82.81268585196193,-126.88876077267727,8498860753
213.240.230.74,LR,Taiwan,Lake Omerland,,,0
162.61.224.234,LT,Hong Kong,East Iliana,-27.713251263143732,164.1854152868272,4667284254
173.31.76.193,MP,Sri Lanka,Pansymouth,-54.46392467999492,-37.18586551803443,3951382027
201.28.19.162,AZ,Chile,Lake Gilda,-0.5649148661015886,86.7963621430149,6823546443
34.183.78.167,RO,Martinique,West Greysonmouth,-64.43016395515316,-131.95442779202057,1277524862
18.30.158.85,YE,Malaysia,East Kaleb,-7.518171889863538,-85.98339692169837,5736174240
93.153.21.179,CZ,Gibraltar,New Andres,-23.888833718619082,-116.81268025532967,9699781137
108.229.191.94,SL,Pitcairn Islands,West Cierraport,46.27766138058331,-93.48164690940243,7301514254
175.247.186.155,MN,Sri Lanka,North Lavernamouth,19.71088798100442,-46.668260518808665,9978835847
98.146.235.249,MZ,Sao Tome and Principe,Pinkshire,-10.67390807754795,64.03498250789585,9207524516
143.103.242.89,ME,Cayman Islands,New Marcstad,18.12975658213189,-63.05964714734668,2594317972
195.152.43.177,BY,Dominican Republic,Freidaland,80.1996423874788,-162.4090353939474,9620275465
156.126.81.193,SZ,Mayotte,Schimmelland,44.04027449259874,110.76709135487522,4624207173
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
210.73.217.81,GT,Turkey,Cadeville,20.738815621600168,0.3561988812512311,5436105343
148.125.175.237,MG,Slovenia,West Odahaven,-64.70406034995243,-66.13732888772624,4873137371
160.154.47.106,PE,Cuba,Claudton,38.32192880711585,159.16380344352638,6159675490
69.119.111.210,,,,0,0,3161709272
145.185.12.68,FM,Heard Island and McDonald Islands,East Kim,-21.951220189646236,-136.06703931292603,5231382723
11.165.58.246,TZ,Uganda,Emoryton,0.036874444119092686,64.03201399346537,1300344838
182.16.167.152,DJ,Tanzania,West Nils,12.270515124080234,97.15005664818017,2995399419
96.150.206.200,MN,Trinidad and Tobago,South Itzel,70.62921087527758,-147.95475335715275,7215607004
140.82.14.223,TK,Turkmenistan,Denesikview,-26.714830993917325,-152.21982340506742,4430703078
113.145.116.185,SR,Mayotte,Lourdesville,-74.01148916172572,-80.18218541799263,7022432487
181.172.84.116,KP,Switzerland,Harveyberg,-2.6826704047148837,-55.18417187282195,1185661304
141.46.8.123,BT,Solomon Islands,Chaddmouth,-8.043103329544934,-83.67606970088005,5633946748
119.111.142.75,EG,"Virgin Islands, U.S.",Connfurt,-67.21995707350123,-69.0674963030943,9485429728
103.73.214.23,MZ,Togo,Cobyville,50.15169435221239,-30.909460741971742,7175136959
132.63.173.206,CH,Grenada,Barontown,69.90756066201891,105.54820421258324,7313207862
121.164.225.48,AO,Tonga,Freedaside,83.72971021520547,-141.47527017487164,9769899707
145.238.13.93,MS,Czech Republic,West Rosalindaside,-71.05100657494461,150.72407454897024,6979352751
130.97.158.198,BW,Malta,Fredaview,43.14621406576319,-139.99162108154144,9693764543
139.22.5.107,UZ,Kazakhstan,East Levichester,20.598533194922723,-52.917450671423765,3761824844
47.30.232.184,RS,"Virgin Islands, British",Welchmouth,6.666979542899497,-24.480627784274787,1032983426
220.127.83.48,DO,Oman,New Kyler,-85.21354467976606,-38.36428929038138,3324491803
109.155.204.196,,,,0,0,8975114541
61.60.115.247,AS,Guyana,Damarisbury,78.16764196019642,-121.20178970638541,4907395319
15.174.132.41,EU,Botswana,Bergnaumtown,latitude,longitude,0
23.159.59.240,AM,Croatia,Donnellytown,5.864126244845906,-12.498660212371846,6698064321
16.45.49.235,TO,Macedonia,West Cyrilland,56.43670446210237,-50.119948094562744,6410421410
155.6.22.234,LK,El Salvador,New Lyla,38.322156585996936,-11.27243607889389,4721784403
42.95.235.95,MY,Mexico,New Karolann,-0.7479223119093206,149.43758148209395,1180671821
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
52.98.200.134,MT,Saint Kitts and Nevis,Tonyview,79.28161648808995,21.15798618498846,3233323069
111.177.10.140,JO,Chad,Bergstrombury,16.43008440436857,55.01297196913913,7058735301
49.67.54.224,UZ,French Southern Territories,Jannieburgh,12.69477875707473,93.91841398437197,5032632396
31.251.214.236,GQ,Grenada,Stantonview,-81.46104897301863,-28.35247443630888,9421071858
147.171.139.25,NE,Holy See (Vatican City State),New Ottilie,44.21962777538067,173.56802568749674,5017466120
161.174.116.236,IR,Equatorial Guinea,Port Alicia,55.186918994211624,-54.642902557508506,6547408649
60.158.18.19,KE,Monaco,Port Nya,-6.832021474926137,-15.411343853630257,6770691771
112.9.104.63,BH,American Samoa,South Brice,-54.329091539428305,-149.4682784839793,9264618994
168.58.109.253,EH,Montenegro,Rohanland,-29.323857715819884,64.57393287628602,5858943036
13.93.242.56,TV,Lao People's Democratic Republic,Goodwinmouth,42.57980501715912,-92.7837055218259,5031526292
93.213.241.48,IQ,American Samoa,Thielview,41.39644277452959,-122.25706522636101,8162921202
190.144.180.31,DZ,Kenya,Lake Christelle,-70.55363452085885,-138.2350451825759,2345701641
48.240.92.49,CO,Jordan,New Millieton,-50.292455005695395,-28.419351170249058,6134248430
170.119.101.40,LT,Yemen,Beaulahshire,51.84643638399646,-105.62153355045383,7210870727
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
203.179.33.209,ZA,Zimbabwe,South Delores,-88.07669145762387,7.3717066490685,1954436135
63.187.131.249,RO,New Zealand,West Barbarastad,-35.41903782427288,-126.6915978630952,1655941894
97.167.233.79,TK,Andorra,West Doyle,27.022550258640194,-99.84195170182615,5721084722
47.128.197.163,AL,Guernsey,Myramouth,9.259566987787522,-161.58013007895508,7362195848
168.62.112.12,SD,Bangladesh,West Jessica,-12.170068114781827,108.7813435271737,7979821480
33.134.64.86,PK,Congo,Nicolatown,32.28260689099909,70.58779552076646,8617532262
14.82.11.74,NF,Guinea,Lake Norbertburgh,-51.937453927769376,167.44868045133927,3944061524
202.181.193.146,NZ,Austria,Magnusmouth,-81.45985014848375,110.33262511217572,5729253137
178.218.163.36,MO,Fiji,South Antwan,14.213849335158784,-59.65161001568934,5992362266
73.77.70.228,YE,Lesotho,East Aureliechester,77.1764228843578,-59.439073855292946,9948153600
34.174.206.70,NG,Lebanon,East Garrickstad,42.92344820756077,-104.52494449242646,5463579612
